price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month
750000,3,3.5,3390,10078,2,0,3,10,3040,350,2012,0,98056,3290,12332,6
425000,3,1.5,1400,1022,3,0,3,8,1400,0,2007,0,98115,1270,1205,7
420000,3,3.5,1900,2133,2,0,3,8,1520,380,2009,0,98126,1530,3264,12
394950,3,2.5,1350,1250,3,0,3,8,1270,80,2006,0,98136,1350,886,5
635000,4,3.25,3420,6752,2,2,3,9,3030,390,2012,0,98065,3010,5172,7
513000,3,2.5,2150,161607,2,0,3,7,1330,820,1995,0,98038,2400,207781,5
380000,4,2.5,2110,5306,2,0,3,8,2110,0,2012,0,98038,2250,5306,5
1130000,4,3.25,3810,8519,1,1,3,10,2680,1130,2007,0,98033,3240,10748,5
540000,5,3.0,2870,4369,2,0,3,8,2090,780,2007,0,98011,2640,4610,6
352499,2,2.25,1240,705,2,0,3,7,1150,90,2009,0,98027,1240,750,4
603000,4,3.5,3610,6345,2,0,3,9,2370,1240,2008,0,98058,3010,29279,5
685000,4,2.5,2310,5100,2,0,3,9,2310,0,2013,0,98177,1260,5100,5
330675,4,3.0,1930,3031,1,0,3,7,1200,730,2006,0,98019,1930,2611,6
275000,3,3.0,1390,1080,2,0,3,7,1140,250,2006,0,98118,1450,1081,6
259950,3,2.5,1578,7340,2,0,3,7,1578,0,2010,0,98030,1850,7200,7
441000,3,2.0,1720,15000,1,0,3,9,1720,0,2011,0,98014,1900,15337,7
1140000,5,3.75,4700,11237,2,0,3,10,2930,1770,2006,0,98033,3180,13140,12
590000,3,3.5,1970,5079,2,0,3,8,1680,290,2007,0,98144,1940,6000,12
497000,3,2.25,1460,1353,2,0,3,8,1050,410,2012,0,98116,1690,3776,9
345500,3,2.5,1930,4000,2,0,3,8,1930,0,2014,0,98001,2050,4000,11
562500,3,2.25,1300,907,2,0,3,8,1000,300,2006,0,98102,1300,1169,6
355000,3,2.25,1445,1087,2,0,3,7,1300,145,2005,0,98027,1410,1336,9
345000,2,2.25,860,696,2,0,3,9,860,0,2009,0,98118,1100,3000,9
478000,3,2.5,3040,4535,2,0,3,9,3040,0,2007,0,98056,2670,4666,5
391500,3,2.5,2424,6143,2,0,3,9,2424,0,2014,0,98030,2381,6036,4
265000,2,1.5,1084,3427,2,0,3,7,1084,0,1976,0,98125,1084,6250,4
395000,3,2.5,2510,5320,2,0,3,8,2510,0,2005,0,98106,1820,5736,10
286308,2,1.5,1220,1036,3,0,3,7,1220,0,2006,0,98133,1210,659,7
370000,2,2.25,1280,835,2,0,3,7,1080,200,2009,0,98118,1280,1246,5
1080000,5,3.5,3740,5610,2,0,3,9,2860,880,2014,0,98117,1520,4590,9
298900,3,2.5,1852,4000,2,0,3,7,1852,0,2014,0,98002,2475,4000,10
775000,4,2.5,2580,5787,2,0,3,9,2580,0,2007,0,98029,2580,4410,4
790000,4,3.5,3190,31450,2,0,3,9,3190,0,2010,0,98027,3000,72745,6
1050000,3,2.5,3400,5119,2,0,3,8,2300,1100,2014,0,98115,1740,5969,8
249000,2,1.5,1090,2686,2,0,3,7,1090,0,1982,0,98034,1160,2158,7
358000,5,2.5,2460,5604,2,0,3,8,2460,0,2011,0,98038,2210,6395,11
260000,5,2.5,2025,7760,2,0,3,7,2025,0,2007,0,98001,1664,9000,6
765000,4,3.0,4410,5104,2,0,3,9,3400,1010,2006,0,98065,4390,5537,6
739000,3,2.5,2810,5400,2,0,3,9,2810,0,2005,0,98052,2870,5400,5
890000,5,3.5,4490,6000,2,0,3,10,3200,1290,2006,0,98027,4530,6000,5
462000,4,2.5,3070,6432,2,0,3,9,3070,0,2006,0,98055,2910,5106,6
380000,4,2.5,1984,32400,1,0,3,8,1564,420,1962,0,98198,1390,9152,7
770000,5,3.5,4750,8234,2,2,3,10,3350,1400,2013,0,98198,2160,14496,5
641000,4,3.25,2760,4104,2,0,3,8,1900,860,2014,0,98056,2760,5186,8
2300000,4,4.0,4360,8175,2,4,3,10,3940,420,2007,0,98008,2670,8525,4
369000,4,2.5,3060,27251,1,0,3,8,3060,0,2008,0,98022,1760,27251,5
1110000,4,3.0,2770,2650,2,0,3,9,2180,590,2014,0,98109,1820,2960,9
357000,5,2.5,2990,9240,2,0,3,8,2990,0,2015,0,98133,1970,18110,8
650000,3,2.75,1540,1251,2,0,3,8,1230,310,2002,0,98102,1540,1287,11
563500,3,2.5,1400,1312,3,0,3,8,1400,0,2007,0,98103,1350,1312,6
345000,3,2.5,1680,2229,2,0,3,7,1680,0,2007,0,98155,1230,9300,6
479950,3,2.0,2260,7163,1,0,3,9,2260,0,2012,0,98058,2340,6730,7
660000,4,3.5,3400,5196,2,0,3,9,3400,0,2012,0,98065,3170,5260,5
800000,4,2.5,2930,5000,2,0,3,9,2760,170,2007,0,98006,3230,5778,7
253101,3,2.0,1239,6036,1,0,3,7,1239,0,2009,0,98030,2060,5746,7
555000,3,3.5,2100,2479,2,0,3,9,1450,650,2011,0,98118,1800,2457,9
240000,4,1.0,1200,2171,1,0,3,7,1200,0,1933,0,98133,1130,1598,6
380000,4,1.0,1200,2171,1,0,3,7,1200,0,1933,0,98133,1130,1598,5
239000,2,1.5,680,772,2,0,3,7,680,0,2005,0,98103,690,1059,11
430000,4,2.5,2750,7200,2,0,3,8,2750,0,2011,0,98019,2750,7200,8
660000,3,2.5,2450,4332,2,0,3,8,2450,0,2010,0,98053,2450,4154,5
399963,4,2.5,2620,4050,2,0,3,8,2620,0,2014,0,98146,2030,3944,8
411000,2,2.0,1130,1148,2,0,3,9,800,330,2007,0,98122,1350,1201,7
483453,4,2.75,2790,5527,2,0,3,8,2790,0,2014,0,98045,2620,5509,6
469950,3,2.0,1820,1357,3,0,3,9,1820,0,2014,0,98126,1710,1372,11
504058,4,2.75,2910,7467,2,0,3,8,2910,0,2013,0,98045,2790,7868,7
425996,4,2.5,2568,5000,2,0,3,9,2568,0,2014,0,98092,2547,4500,4
760005,4,2.75,3090,5859,2,0,3,9,3090,0,2010,0,98074,2960,5250,7
699999,2,2.0,1460,1085,2,0,3,8,950,510,2014,0,98112,1580,1202,4
749950,3,2.5,2010,2263,2,0,3,8,1340,670,2014,0,98122,1500,2670,7
674600,4,2.5,2610,5140,2,0,3,8,2610,0,2006,0,98103,1190,5101,7
450000,2,1.5,960,1000,2,0,3,8,920,40,2008,0,98103,1200,1297,2
272000,3,2.5,1528,7616,2,0,3,7,1528,0,2011,0,98030,1850,7340,4
450000,2,1.5,1310,1264,2,0,3,8,1120,190,2006,0,98106,1330,1265,7
643950,3,2.25,1760,2122,3,0,3,9,1760,0,2015,0,98116,1420,1618,5
290000,3,2.5,1420,3542,2,0,3,8,1310,110,2007,0,98133,1180,1622,11
378000,3,2.5,1650,2082,3,0,3,8,1650,0,2007,0,98133,1650,1965,10
728050,3,2.5,2320,6775,1,0,3,8,2320,0,2008,0,98053,1680,4750,6
499160,4,2.5,2628,11466,2,0,3,9,2628,0,2014,0,98001,2849,10909,4
536000,4,2.5,2520,4831,2,0,3,8,2520,0,2009,0,98072,2430,3937,12
419900,5,3.5,2880,5000,2,0,3,8,2260,620,2012,0,98038,2590,4800,2
469000,3,2.25,1440,1362,3,0,3,7,1440,0,2014,0,98117,1180,2603,12
374000,3,2.5,2185,6042,2,0,3,9,2185,0,2009,0,98030,2297,5876,4
182568,4,1.5,1500,2106,2,0,3,7,1500,0,2014,0,98108,1490,2175,7
334888,3,2.5,1769,7324,2,0,3,9,1769,0,2012,0,98092,2502,6017,6
799900,4,4.0,3650,18223,2,3,3,9,3330,320,2013,0,98006,3220,11022,9
383000,4,2.5,2160,6223,2,0,3,8,2160,0,2010,0,98038,2160,5555,5
580000,3,2.5,1820,374616,2,0,3,7,1820,0,1999,0,98014,1870,220654,12
351999,3,2.5,2370,4200,2,0,3,8,2370,0,2014,0,98038,2370,4200,7
1330000,3,3.0,3180,2758,2,2,3,11,2240,940,2008,0,98109,2420,2758,2
312000,3,2.5,1780,4077,2,0,3,8,1780,0,2011,0,98038,1970,4077,1
674950,4,3.5,2650,3127,2,0,3,8,2230,420,2011,0,98027,2330,3137,9
1110000,5,2.75,3300,7560,2,0,3,10,3300,0,2007,0,98052,3150,8580,12
415000,2,2.5,1160,1219,3,0,3,8,1160,0,2007,0,98107,1320,2800,3
1250000,3,3.0,3460,5353,2,0,3,10,2850,610,2007,0,98116,2460,6325,7
208800,3,2.5,1390,2450,2,0,3,7,1390,0,2009,0,98118,1390,2450,9
452000,2,2.5,1260,1131,3,0,3,8,1260,0,2006,0,98107,1490,2500,10
837000,5,2.75,2940,5225,2,0,3,8,2760,180,2010,0,98052,3090,6261,4
780000,5,3.5,3190,4247,2,0,3,8,2430,760,2013,0,98052,2580,3989,2
1490000,4,3.5,3930,6120,2,0,3,10,3310,620,2007,0,98105,3390,6120,10
1600000,5,3.75,3570,10125,2,0,3,10,3570,0,2014,0,98040,1760,10125,9
369946,3,2.5,2420,4725,2,0,3,8,2420,0,2014,0,98038,2370,4200,9
530000,3,2.75,3400,7200,2,2,3,9,2470,930,2009,0,98056,1580,8676,6
386000,4,2.5,2478,6079,2,0,3,8,2478,0,2012,0,98030,2279,6079,3
1900000,4,2.5,3070,7830,2,2,3,11,1970,1100,2009,0,98144,2440,4682,2
735000,4,3.5,3200,7605,2,2,3,9,2500,700,2013,0,98198,2240,4416,9
1750000,5,3.25,5790,12739,2,3,3,10,4430,1360,2014,0,98006,5790,13928,10
489950,3,2.25,1590,926,3,0,3,8,1590,0,2014,0,98136,1640,1321,2
357500,3,3.0,1730,1442,2,0,3,8,1440,290,2008,0,98106,1370,1524,4
329995,4,2.5,2303,3680,2,0,3,8,2303,0,2013,0,98001,2303,3760,5
414000,3,2.5,1790,3754,2,0,3,8,1790,0,2013,0,98065,1800,3393,9
533500,3,3.5,2490,3517,2,0,3,8,1720,770,2005,0,98027,1600,2378,12
402395,4,2.5,2669,5385,2,0,3,9,2669,0,2014,0,98092,2669,4645,3
725000,4,3.25,2610,2552,2,0,3,10,2160,450,2008,0,98027,2610,2664,4
1280000,6,5.25,6160,27490,2,0,3,11,4040,2120,2007,0,98074,4225,9100,8
239800,2,1.75,1290,1493,2,0,3,8,1290,0,2014,0,98106,1410,1875,9
616950,5,3.5,3560,5008,2,0,3,8,2810,750,2013,0,98106,2910,5026,9
1260000,4,3.25,4360,6000,2,3,3,11,3400,960,2007,0,98027,4310,6000,10
435000,3,2.25,1230,1238,2,0,3,8,1080,150,2009,0,98199,1230,953,6
925000,4,3.25,3640,60086,2,0,3,10,3640,0,2005,0,98074,2900,51721,8
631500,2,2.5,1780,2493,3,0,3,8,1780,0,1981,0,98107,2050,4400,4
399995,3,1.5,1140,1069,3,0,3,8,1140,0,2005,0,98103,1230,1276,3
369950,3,2.0,1270,1320,3,0,3,8,1270,0,2006,0,98103,1370,1320,5
475000,5,3.5,2780,3583,2,0,3,8,2180,600,2005,0,98059,2640,3850,4
353000,4,2.5,1912,5000,2,0,3,8,1912,0,2012,0,98001,2020,5000,11
329950,4,2.5,2300,9690,2,0,3,8,2300,0,2006,0,98023,1200,9085,2
367000,3,2.5,2828,4050,2,0,3,8,2828,0,2013,0,98030,2513,4507,3
447500,4,2.5,2425,9017,2,0,3,9,2425,0,2013,0,98001,2725,7019,9
595000,4,3.25,3730,4560,2,0,3,9,2760,970,2015,0,98103,1800,4560,7
325000,1,1.0,730,1942,1,0,3,7,730,0,2009,0,98144,1020,2044,9
690000,2,2.5,1990,1756,3,0,3,9,1780,210,2005,0,98102,1955,1438,2
329950,3,2.5,1300,812,2,0,3,8,880,420,2008,0,98144,1300,824,11
399500,4,2.5,2560,7492,2,0,3,8,2560,0,2014,0,98188,1260,11541,1
555000,5,2.5,2450,5047,2,0,3,8,2450,0,2007,0,98011,2450,4478,1
427000,2,1.5,1440,725,2,0,3,8,1100,340,2011,0,98126,1440,4255,10
375000,3,2.25,1140,1557,3,0,3,8,1140,0,2007,0,98103,1140,1245,10
499000,2,1.5,1110,957,2,0,3,8,930,180,2005,0,98119,1680,1104,5
750000,3,2.5,2620,43832,2,0,3,8,2620,0,2013,0,98053,2620,120686,7
336900,3,2.5,1690,1200,2,0,3,8,1410,280,2014,0,98106,1740,1664,12
555000,2,2.75,1950,1610,3,0,3,8,1950,0,2009,0,98144,910,1745,9
1280000,4,3.5,3530,8126,2,0,3,10,3530,0,2007,0,98033,2660,8126,11
999950,4,3.5,3310,4684,2,0,3,9,2290,1020,2014,0,98116,1850,4750,10
975000,5,3.0,2620,5477,2,0,3,10,2620,0,2009,0,98115,1680,5217,6
299000,3,2.25,1350,3582,2,0,3,8,1350,0,2010,0,98031,1940,3860,2
479000,2,2.5,1741,1439,2,0,3,8,1446,295,2007,0,98034,2090,10454,4
409000,3,2.5,1890,6500,2,0,3,7,1890,0,2012,0,98074,2340,7500,8
798500,3,3.0,1950,1833,3,0,3,9,1610,340,2009,0,98004,2040,2131,3
689000,4,3.5,4490,5805,2,0,3,9,3390,1100,2006,0,98065,4410,6299,12
375000,6,2.25,3206,5793,2,0,3,7,3206,0,2012,0,98032,2527,5804,5
775000,4,3.5,4130,77832,2,2,3,10,4130,0,2011,0,98042,4130,87476,7
639983,5,3.0,2800,5700,2,0,3,8,2800,0,2014,0,98059,2910,5349,10
300000,4,3.0,1984,4419,2,0,3,7,1984,0,2010,0,98002,2440,4418,3
627000,4,2.5,2750,11830,2,0,3,9,2750,0,2014,0,98059,2310,11830,12
275000,3,2.75,1740,5757,1,0,3,7,1740,0,2010,0,98022,2380,5647,4
352800,4,2.25,1800,2752,2,0,3,8,1800,0,2014,0,98106,1650,2752,9
565000,3,2.25,1540,1005,3,0,3,8,1540,0,2008,0,98103,1510,1501,3
765000,4,2.25,2030,2222,2,0,3,9,1610,420,2015,0,98117,1420,2222,4
644000,4,2.5,3310,4839,2,0,3,9,3310,0,2007,0,98072,3240,5280,4
461000,3,1.5,1270,1416,3,0,3,8,1270,0,2007,0,98115,1270,1413,2
270500,5,2.5,2406,7093,2,0,3,8,2406,0,2006,0,98001,1767,7093,12
640000,2,2.25,1540,965,3,0,3,9,1540,0,2007,0,98122,1410,964,7
457000,4,2.5,2820,6983,2,0,3,9,2820,0,2013,0,98001,2597,7222,8
355000,5,2.5,2540,5100,2,0,3,7,2540,0,2014,0,98168,1400,9440,12
356000,2,2.25,1230,989,3,0,3,8,1230,0,2007,0,98103,1230,1223,12
425000,4,2.5,1900,2766,2,0,3,8,1900,0,2014,0,98106,1900,2604,8
562500,5,2.75,2920,6327,2,0,3,8,2920,0,2007,0,98059,2520,5026,9
460000,3,2.5,1450,1053,2,0,3,8,940,510,2008,0,98107,1410,1080,7
790000,4,3.0,5370,69848,2,0,3,10,3500,1870,2005,0,98042,4443,94403,4
401000,3,2.0,1270,1333,3,0,3,8,1270,0,2006,0,98103,1330,1333,3
1100000,3,2.5,2550,5100,2,0,3,9,2550,0,2014,0,98115,1250,4080,8
850000,4,3.0,3070,7150,2,0,3,9,3070,0,2007,0,98052,3200,6984,4
274500,3,2.25,1450,4050,2,0,3,7,1450,0,2010,0,98038,1660,3800,7
1940000,5,3.5,4230,16526,2,0,3,10,4230,0,2008,0,98004,3000,12362,4
808000,4,2.5,3480,6262,2,0,3,9,3480,0,2003,0,98053,3490,6629,8
312000,3,2.25,1490,974,2,0,3,7,1220,270,2009,0,98106,1490,1283,5
320000,3,2.25,1200,1400,3,0,3,8,1200,0,2005,0,98133,1370,6552,6
410000,3,2.5,2150,4332,2,0,3,8,2150,0,2013,0,98019,2140,4332,1
725000,3,3.5,3690,8837,2,0,3,10,3690,0,2001,0,98065,3690,9585,6
335000,4,2.5,1900,3301,2,0,3,7,1900,0,2007,0,98178,1960,3379,10
519990,4,3.25,1690,1321,2,0,3,8,1320,370,2014,0,98052,3080,4558,1
533112,4,2.75,2790,8853,2,0,3,8,2790,0,2013,0,98045,2790,8092,6
274900,3,2.0,1936,6612,2,0,3,7,1936,0,2014,0,98001,1620,21600,10
325000,2,2.25,1150,711,2,0,3,7,1150,0,2013,0,98027,1150,748,12
350000,4,2.5,2040,22653,2,0,3,7,2040,0,2011,0,98168,2020,20502,5
550000,4,2.5,2470,7539,2,0,3,9,2470,0,2006,0,98028,2580,7539,9
311850,4,2.5,1890,4158,2,0,3,8,1890,0,2014,0,98042,2720,4549,3
526000,3,2.5,1626,1583,2,0,3,8,1419,207,2007,0,98122,1400,1583,2
375000,4,2.5,2250,5306,2,0,3,8,2250,0,2012,0,98038,2250,5306,10
299999,3,2.25,1350,1234,2,0,3,7,1160,190,2007,0,98106,1420,1234,2
436000,3,2.5,1460,1238,2,0,3,8,1200,260,2008,0,98107,1280,1257,9
303000,3,2.5,2056,3564,2,0,3,7,2056,0,2014,0,98092,2056,3577,12
525000,2,2.5,1160,1458,2,0,3,8,1040,120,2012,0,98119,1650,2311,7
575000,3,3.0,1384,1287,2,0,3,8,1144,240,2006,0,98102,1570,1288,6
420000,2,1.5,1100,1107,3,0,3,8,1100,0,2008,0,98103,1110,2750,10
1830000,4,4.25,4500,215186,2,3,3,11,2630,1870,2009,0,98029,3030,25447,10
1180000,4,3.25,3780,10099,1,1,3,11,2240,1540,2006,0,98006,3120,10669,4
499950,2,2.5,1320,1157,2,0,3,8,990,330,2014,0,98107,1550,1519,9
1150000,4,3.0,5940,11533,2,4,3,11,4950,990,2004,0,98065,4240,12813,5
400000,3,2.0,1650,5027,1,0,3,7,1650,0,2009,0,98065,2430,6000,2
246950,3,3.0,1670,4440,1,0,3,7,1670,0,2014,0,98022,1670,4622,6
630000,3,3.25,1610,1275,2,0,3,8,1220,390,2005,0,98102,1750,3000,8
561000,5,2.75,3370,10315,2,0,3,9,3370,0,2006,0,98059,3010,8296,9
287000,4,2.5,2660,4082,2,0,3,7,2660,0,2010,0,98042,2390,4876,12
600000,3,3.25,1690,1473,2,0,3,8,1380,310,2008,0,98109,1670,2594,3
490000,3,2.25,1620,1062,3,0,3,8,1620,0,2014,0,98122,1560,1728,8
330000,3,1.75,1300,958,2,0,3,7,840,460,2011,0,98108,1340,1254,3
286950,4,2.5,1610,4052,2,0,3,7,1610,0,2013,0,98042,2110,4034,12
1550000,3,3.25,3530,4920,2,0,3,9,2660,870,2015,0,98109,1900,4200,4
880000,4,2.5,3550,8618,2,0,3,10,3550,0,2007,0,98052,1310,9746,2
577450,3,3.0,1730,1755,3,0,3,8,1730,0,2014,0,98117,1830,1804,10
405000,5,2.75,2400,4900,2,0,3,8,2400,0,2011,0,98038,2110,5696,4
510000,3,2.5,1420,1237,3,0,3,8,1420,0,2014,0,98107,1510,2501,7
465000,2,1.5,1220,1120,2,0,3,8,1110,110,2008,0,98199,2010,3175,8
1300000,4,2.25,2360,4000,2,0,3,9,2360,0,2013,0,98112,3040,4400,7
609000,4,3.5,3990,11270,2,3,3,9,2930,1060,2007,0,98055,1980,11328,4
336000,3,2.5,1260,1211,3,0,3,8,1260,0,2004,0,98103,1270,1211,9
375000,3,2.5,1580,2407,2,0,3,8,1580,0,2013,0,98126,1580,2212,1
294500,3,2.5,1760,2688,2,0,3,7,1760,0,2005,0,98059,1760,2329,12
925000,5,3.5,3420,4216,2,0,3,9,2520,900,2008,0,98115,1420,4500,11
280000,4,2.5,1934,5677,2,0,3,8,1934,0,2013,0,98001,1919,5049,9
605000,3,2.75,2450,5750,2,0,3,9,2450,0,2013,0,98065,3200,8036,3
379950,3,3.25,1860,1787,3,0,3,8,1860,0,2007,0,98155,1830,1787,5
720000,2,1.75,1570,1108,3,0,3,9,1570,0,2007,0,98004,1940,1160,5
549900,3,2.0,1280,960,2,0,3,9,1040,240,2014,0,98122,1280,1173,11
427000,3,2.5,3192,5653,2,0,3,8,3192,0,2014,0,98023,3000,5134,1
492000,3,2.5,1690,1479,3,0,3,8,1420,270,2005,0,98122,1280,1253,10
419190,2,2.5,1590,1426,2,0,3,8,1590,0,2014,0,98029,1590,1426,5
650000,3,2.5,2870,7288,2,0,3,9,2870,0,2012,0,98011,2870,5998,11
379950,4,2.5,2580,4818,2,0,3,8,2580,0,2005,0,98038,2570,5386,11
269800,4,2.75,1830,3420,2,0,3,8,1830,0,2012,0,98198,1813,3420,7
407000,4,2.5,2927,6000,2,0,3,7,2927,0,2011,0,98042,2533,6000,8
580000,3,1.5,1320,1250,3,0,3,8,1320,0,2008,0,98103,1560,1694,4
389700,3,2.5,1720,3581,2,0,3,7,1720,0,2011,0,98053,1720,3600,1
110000,2,1.0,828,4524,1,0,3,6,828,0,1968,2007,98001,828,5402,3
230000,3,1.5,1040,1264,2,0,3,9,900,140,2015,0,98144,1350,3000,7
533380,4,2.75,2790,6685,2,0,3,8,2790,0,2014,0,98045,2790,6444,8
295500,3,2.5,1410,1332,2,0,3,7,960,450,2014,0,98108,1410,1343,9
860000,4,4.5,4040,8400,2,0,3,9,3220,820,2006,0,98052,3940,8400,10
812000,4,3.5,3370,3634,2,0,3,9,2750,620,2007,0,98029,3200,3650,7
324500,3,2.5,1660,3990,2,0,3,7,1660,0,2009,0,98118,1670,4050,6
193000,2,1.75,910,2550,1,0,3,6,910,0,2004,0,98038,1310,2550,3
355000,3,2.25,1280,959,3,0,3,8,1280,0,2005,0,98103,1130,1126,5
525000,4,2.75,2360,4924,2,0,3,8,2360,0,2008,0,98028,2360,4670,6
370950,3,2.5,2529,9653,2,0,3,7,2529,0,2012,0,98042,2533,6125,2
1240000,4,3.5,4700,10183,1,2,3,11,2660,2040,2002,0,98033,3770,9000,11
950000,3,2.5,2780,275033,1,0,3,10,2780,0,2006,0,98045,1680,16340,5
888990,4,2.75,3540,5500,2,0,3,9,3540,0,2014,0,98074,3540,5500,9
705000,3,2.5,1580,1321,2,2,3,8,1080,500,2014,0,98107,1530,1357,3
268000,3,2.5,1700,2250,2,0,3,7,1700,0,2014,0,98168,1520,4500,8
305450,3,2.5,1600,3573,2,0,3,7,1600,0,2013,0,98056,1500,11089,5
399900,2,1.75,1410,1005,1,0,3,9,900,510,2011,0,98027,1440,1188,7
495000,3,1.5,1580,1228,3,0,3,8,1580,0,2014,0,98115,1580,3605,12
857326,3,3.5,3940,11632,2,0,3,10,3940,0,2014,0,98166,2015,11632,11
845950,5,2.75,4450,9600,2,0,3,9,3650,800,2014,0,98011,4000,9750,9
303210,4,2.5,2009,5000,2,0,3,8,2009,0,2014,0,98092,2009,5182,6
343000,6,5.0,2732,7655,2,0,3,7,2732,0,2009,0,98002,3078,69993,10
300000,3,2.5,2090,4590,2,0,3,7,2090,0,2005,0,98042,2190,4060,7
334900,2,2.5,980,1013,3,0,3,8,980,0,2008,0,98117,980,1023,11
477500,5,3.5,2815,5619,2,0,3,9,2815,0,2012,0,98055,2583,5295,4
820000,4,2.5,3170,8523,2,0,3,9,3170,0,2008,0,98033,3230,8523,6
580000,5,3.25,3030,7410,2,0,3,8,2150,880,2014,0,98106,2020,7410,8
350000,2,2.5,1280,940,2,0,3,8,1060,220,2006,0,98103,1290,2900,7
910000,3,2.5,2030,1160,3,0,3,9,1970,60,2007,0,98004,1950,1160,2
414000,3,2.5,2490,4540,2,0,3,8,2490,0,2012,0,98059,2640,3844,6
525000,3,2.5,3030,4500,2,0,3,8,3030,0,2009,0,98059,3030,4501,3
650000,2,2.5,1470,690,3,3,3,8,1470,0,2008,0,98103,1480,1284,4
450000,3,2.25,1620,997,2,0,3,8,1540,80,2012,0,98027,1620,1068,12
1270000,4,3.0,5520,8313,2,3,3,9,3570,1950,2008,0,98006,3770,8278,5
699000,3,3.5,3200,10344,2,0,3,10,3200,0,2007,0,98011,2550,20152,4
899000,4,2.5,2580,3943,2,0,3,8,2580,0,2013,0,98033,1700,5772,7
353500,4,3.0,2050,4000,2,0,3,8,2050,0,2014,0,98001,2050,4000,8
485000,3,2.5,2430,5867,2,0,3,7,2430,0,2011,0,98065,2620,5866,9
782900,4,3.25,3060,3898,2,0,3,10,2300,760,2014,0,98027,2920,3448,6
529000,2,2.0,1540,9714,2,0,3,8,1540,0,2008,0,98177,1840,8179,4
514700,3,3.25,1310,1072,2,0,3,8,1060,250,2008,0,98107,1160,1266,4
409316,3,2.5,1800,3168,2,0,3,8,1800,0,2014,0,98065,1800,3393,5
388598,3,2.5,2370,4200,2,0,3,8,2370,0,2014,0,98038,2370,4370,5
415000,3,2.25,1445,1512,2,0,3,7,1300,145,2004,0,98027,1445,1082,2
521500,3,2.25,1450,1619,2,0,3,8,1140,310,2006,0,98122,1580,3472,4
882566,4,2.5,3560,5265,3,0,3,8,3560,0,2014,0,98052,3220,4892,6
525000,3,2.75,2130,1400,2,0,3,9,1080,1050,2010,0,98118,1880,3132,4
515000,5,2.75,2980,4502,2,0,3,9,2980,0,2007,0,98028,2850,4501,12
589410,3,3.0,2840,7201,2,0,3,9,2840,0,2014,0,98065,2540,5260,9
757500,4,2.5,3420,6845,2,0,3,9,3420,0,2009,0,98052,2800,5715,3
284000,3,2.5,1660,4083,2,0,3,7,1660,0,2013,0,98038,1800,4087,10
338500,2,2.25,1150,711,2,0,3,7,1150,0,2013,0,98027,1150,748,3
550000,3,2.0,1420,1369,2,0,3,9,1340,80,2007,0,98109,1540,2168,7
294900,3,2.5,1860,5025,2,0,3,8,1860,0,2010,0,98038,2000,5550,9
345000,2,1.5,1340,1210,2,0,3,8,1120,220,2008,0,98144,1340,1213,6
450000,2,1.5,1530,1012,2,0,3,8,1200,330,2005,0,98122,1530,1425,2
420000,3,2.5,1509,1114,3,0,3,8,1509,0,2014,0,98133,1509,2431,4
740000,3,2.5,2350,3798,2,0,3,8,2350,0,2013,0,98029,2020,3532,4
286000,2,1.5,1010,825,3,0,3,7,1010,0,2007,0,98125,1128,1080,2
870000,5,3.5,4495,10079,2,0,3,9,3580,915,2013,0,98011,4495,10079,3
727000,3,2.5,1580,991,3,0,3,9,1580,0,2009,0,98119,1610,1297,11
395000,4,3.0,2750,7965,2,0,3,9,2750,0,2012,0,98038,2750,6000,2
535000,4,2.25,1890,3615,2,0,3,7,1890,0,2005,0,98029,1630,3280,8
255000,3,2.25,1320,963,2,0,3,7,1040,280,2007,0,98106,1300,1285,12
260000,4,2.5,2150,3721,2,0,3,8,2150,0,2006,0,98002,2150,3721,10
810000,4,2.5,3340,8384,2,0,3,9,3340,0,2014,0,98052,1560,9429,9
359782,3,2.5,1850,3400,2,0,3,7,1850,0,2010,0,98053,1850,3400,12
500000,2,2.5,1950,2162,2,0,3,9,1500,450,2012,0,98118,1800,2457,3
810000,4,3.5,2700,2868,2,0,3,11,1920,780,2006,0,98118,1430,3858,2
605000,5,4.0,3040,6000,2,0,3,8,2280,760,2011,0,98065,3070,5558,2
730000,4,2.5,2460,7930,2,0,3,8,2460,0,2005,0,98033,1850,9000,3
327000,4,2.5,2110,3825,2,0,3,7,2110,0,2013,0,98042,1950,3825,3
370000,2,1.0,780,1133,2,0,3,7,780,0,2009,0,98144,1130,1270,11
459000,5,3.5,2640,6895,2,0,3,7,2640,0,2001,0,98065,2640,5267,6
2900000,5,4.0,5190,14600,2,1,3,11,5190,0,2013,0,98039,3840,19250,11
365000,4,2.5,2420,8404,2,0,3,8,2420,0,2013,0,98042,2440,4822,12
255000,4,2.5,1987,6000,2,0,3,7,1987,0,2011,0,98001,1880,9589,12
375000,1,1.0,720,3166,1,0,3,6,720,0,1920,0,98116,1140,6250,7
375000,2,1.5,1130,912,2,0,3,8,1000,130,2006,0,98116,1500,1474,10
518380,4,2.5,2810,4500,2,0,3,9,2810,0,2014,0,98038,2980,5046,7
346000,3,3.25,1500,1442,2,0,3,8,1150,350,2007,0,98106,1500,1533,7
302059,4,2.0,1390,745,3,0,3,7,1390,0,2008,0,98027,1390,942,2
